year,week,name,team,opponent,home,xps,fgs,fantasy points
2016,6,Brandon McManus,DEN,SD,0,1,2,7
2016,6,Graham Gano,CAR,NO,0,3,1,6
2016,6,Matt Bryant,ATL,SEA,0,3,1,6
2016,6,Mike Nugent,CIN,NE,0,2,1,5
2016,6,Jason Myers,JAX,CHI,0,2,1,5
2016,6,Greg Zuerlein,LA,DET,0,4,0,4
2016,6,Ryan Succop,TEN,CLE,1,4,0,4
2016,6,Sebastian Janikowski,OAK,KC,1,1,1,4
2016,6,Chandler Catanzaro,ARI,NYJ,1,4,0,4
2016,6,Nick Folk,NYJ,ARI,0,0,1,3
2016,6,Chris Boswell,PIT,MIA,0,1,0,1
2016,7,Sebastian Janikowski,OAK,JAX,0,3,4,15
2016,7,Josh Lambo,SD,ATL,0,3,4,15
2016,7,Justin Tucker,BAL,NYJ,0,1,3,10
2016,7,Matt Bryant,ATL,SD,1,3,3,12
2016,7,Adam Vinatieri,IND,TEN,0,4,2,10
2016,7,Jason Myers,JAX,OAK,1,1,3,10
2016,7,Chris Boswell,PIT,NE,1,1,3,10
2016,7,Roberto Aguayo,TB,SF,0,4,2,10
2016,7,Cairo Santos,KC,NO,1,3,2,9
2016,7,Nick Novak,HOU,DEN,0,0,3,9
2016,7,Brandon McManus,DEN,HOU,1,3,2,9
2016,7,Ryan Succop,TEN,IND,1,2,2,8
2016,7,Matt Prater,DET,WAS,1,2,2,8
2016,7,Andrew Franks,MIA,BUF,1,2,2,8
2016,7,Mason Crosby,GB,CHI,1,2,2,8
2016,7,Caleb Sturgis,PHI,MIN,1,1,2,7
2016,7,Mike Nugent,CIN,CLE,1,4,1,7
2016,7,Stephen Hauschka,SEA,ARI,0,0,2,6
2016,7,Nick Folk,NYJ,BAL,1,3,1,6
2016,7,Chandler Catanzaro,ARI,SEA,1,0,2,6
2016,7,Cody Parkey,CLE,CIN,0,2,1,5
2016,7,Dustin Hopkins,WAS,DET,0,2,1,5
2016,7,Robbie Gould,NYG,LA,0,2,1,5
2016,7,Phil Dawson,SF,TB,1,2,1,5
2016,7,Dan Carpenter,BUF,MIA,0,2,1,5
2016,7,Greg Zuerlein,LA,NYG,1,1,1,4
2016,7,Blair Walsh,MIN,PHI,0,1,1,4
2016,7,Connor Barth,CHI,GB,0,1,1,4
2016,7,Wil Lutz,NO,KC,0,3,0,3
2016,7,Stephen Gostkowski,NE,PIT,0,3,0,3
2016,7,Marquette King,OAK,JAX,0,0,0,0
2016,7,Lachlan Edwards,NYJ,BAL,1,0,0,0
2016,8,Wil Lutz,NO,SEA,1,1,4,13
2016,8,Graham Gano,CAR,ARI,1,3,3,12
2016,8,Caleb Sturgis,PHI,DAL,0,2,3,11
2016,8,Stephen Gostkowski,NE,BUF,0,5,2,11
2016,8,Ryan Succop,TEN,JAX,1,3,3,12
2016,8,Cairo Santos,KC,IND,0,3,3,12
2016,8,Dan Bailey,DAL,PHI,1,2,3,11
2016,8,Brandon McManus,DEN,SD,1,3,2,9
2016,8,Dustin Hopkins,WAS,CIN,0,3,2,9
2016,8,Matt Bryant,ATL,GB,1,3,2,9
2016,8,Cody Parkey,CLE,NYJ,1,2,2,8
2016,8,Nick Novak,HOU,DET,1,2,2,8
2016,8,Stephen Hauschka,SEA,NO,0,2,2,8
2016,8,Connor Barth,CHI,MIN,1,2,2,8
2016,8,Matt Prater,DET,HOU,0,1,2,7
2016,8,Nick Folk,NYJ,CLE,0,4,1,7
2016,8,Sebastian Janikowski,OAK,TB,0,3,1,6
2016,8,Mason Crosby,GB,ATL,0,3,1,6
2016,8,Dan Carpenter,BUF,NE,1,2,1,5
2016,8,Blair Walsh,MIN,CHI,0,1,1,4
2016,8,Roberto Aguayo,TB,OAK,1,1,1,4
2016,8,Mike Nugent,CIN,WAS,1,3,0,3
2016,8,Chris Jones,DAL,PHI,1,0,0,0
2016,8,Adam Vinatieri,IND,KC,1,2,0,2
2016,8,Jason Myers,JAX,TEN,0,2,0,2
2016,8,Chandler Catanzaro,ARI,CAR,0,2,0,2
2016,8,Colton Schmidt,BUF,NE,1,0,0,0
2016,8,Josh Lambo,SD,DEN,0,1,0,1
2016,8,Jon Ryan,SEA,NO,0,0,0,0
2016,9,Cairo Santos,KC,JAX,1,1,4,13
2016,9,Matt Bryant,ATL,TB,0,4,3,13
2016,9,Matt Prater,DET,MIN,0,1,3,10
2016,9,Josh Lambo,SD,TEN,1,4,3,13
2016,9,Sebastian Janikowski,OAK,DEN,1,3,3,12
2016,9,Caleb Sturgis,PHI,NYG,0,2,3,11
2016,9,Wil Lutz,NO,SF,0,5,2,11
2016,9,Nick Folk,NYJ,MIA,0,2,3,11
2016,9,Phil Dawson,SF,NO,1,2,3,11
2016,9,Brandon McManus,DEN,OAK,0,2,2,8
2016,9,Andrew Franks,MIA,NYJ,1,3,2,9
2016,9,Mason Crosby,GB,IND,1,2,2,8
2016,9,Adam Vinatieri,IND,GB,0,4,1,7
2016,9,Justin Tucker,BAL,PIT,1,1,2,7
2016,9,Stephen Hauschka,SEA,BUF,1,4,1,7
2016,9,Graham Gano,CAR,LA,0,1,2,7
2016,9,Ryan Succop,TEN,SD,0,5,0,5
2016,9,Dan Carpenter,BUF,SEA,0,2,1,5
2016,9,Dan Bailey,DAL,CLE,0,5,0,5
2016,9,Greg Zuerlein,LA,CAR,1,1,1,4
2016,9,Blair Walsh,MIN,DET,1,1,1,4
2016,9,Cody Parkey,CLE,DAL,1,1,1,4
2016,9,Robbie Gould,NYG,PHI,1,4,0,4
2016,9,Jason Myers,JAX,KC,0,2,0,2
2016,9,Chris Boswell,PIT,BAL,0,2,0,2
2016,9,Roberto Aguayo,TB,ATL,1,2,0,2
2016,9,Matt Darr,MIA,NYJ,1,0,0,0
2016,10,Dustin Hopkins,WAS,MIN,1,2,4,14
2016,10,Ryan Succop,TEN,GB,1,5,2,11
2016,10,Brandon McManus,DEN,NO,0,2,3,11
2016,10,Stephen Hauschka,SEA,NE,0,1,4,13
2016,10,Dan Bailey,DAL,PIT,0,2,3,11
2016,10,Cairo Santos,KC,CAR,0,0,4,12
2016,10,Chandler Catanzaro,ARI,SF,1,2,3,11
2016,10,Caleb Sturgis,PHI,ATL,1,1,3,10
2016,10,Phil Dawson,SF,ARI,0,2,2,8
2016,10,Roberto Aguayo,TB,CHI,1,4,2,10
2016,10,Greg Zuerlein,LA,NYJ,0,0,3,9
2016,10,Jason Myers,JAX,HOU,1,1,2,7
2016,10,Matt Bryant,ATL,PHI,0,0,3,9
2016,10,Justin Tucker,BAL,CLE,1,2,2,8
2016,10,Mike Nugent,CIN,NYG,0,2,2,8
2016,10,Nick Novak,HOU,JAX,0,3,1,6
2016,10,Andrew Franks,MIA,SD,0,4,1,7
2016,10,Mason Crosby,GB,TEN,0,1,2,7
2016,10,Josh Lambo,SD,MIA,1,3,1,6
2016,10,Stephen Gostkowski,NE,SEA,1,3,1,6
2016,10,Chris Boswell,PIT,DAL,1,0,2,6
2016,10,Connor Barth,CHI,TB,0,1,1,4
2016,10,Wil Lutz,NO,DEN,1,2,1,5
2016,10,Graham Gano,CAR,KC,1,2,1,5
2016,10,Robbie Gould,NYG,CIN,1,3,0,3
2016,10,Blair Walsh,MIN,WAS,0,2,0,2
2016,10,Cody Parkey,CLE,BAL,0,1,0,1
2016,10,Nick Folk,NYJ,LA,1,0,0,0
2016,11,Roberto Aguayo,TB,KC,0,1,4,13
2016,11,Dan Carpenter,BUF,CIN,0,1,3,10
2016,11,Graham Gano,CAR,NO,1,2,3,11
2016,11,Chris Boswell,PIT,CLE,0,1,3,10
2016,11,Jason Myers,JAX,DET,0,1,2,7
2016,11,Sebastian Janikowski,OAK,HOU,1,3,2,9
2016,11,Dan Bailey,DAL,BAL,1,3,2,9
2016,11,Matt Prater,DET,JAX,1,2,2,8
2016,11,Nick Novak,HOU,OAK,0,2,2,8
2016,11,Wil Lutz,NO,CAR,0,2,2,8
2016,11,Stephen Hauschka,SEA,PHI,1,2,2,8
2016,11,Adam Vinatieri,IND,TEN,1,3,1,6
2016,11,Dustin Hopkins,WAS,GB,1,3,1,6
2016,11,Stephen Gostkowski,NE,SF,0,3,1,6
2016,11,Kai Forbath,MIN,ARI,1,3,1,6
2016,11,Mason Crosby,GB,WAS,0,3,1,6
2016,11,Chandler Catanzaro,ARI,MIN,0,3,1,6
2016,11,Justin Tucker,BAL,DAL,0,2,1,5
2016,11,Ryan Succop,TEN,IND,0,2,1,5
2016,11,Cairo Santos,KC,TB,1,2,1,5
2016,11,Phil Dawson,SF,NE,1,2,1,5
2016,11,Greg Zuerlein,LA,MIA,1,1,1,4
2016,11,Robbie Gould,NYG,CHI,1,1,1,4
2016,11,Connor Barth,CHI,NYG,0,1,1,4
2016,11,Cody Parkey,CLE,PIT,1,0,1,3
2016,11,Andrew Franks,MIA,LA,0,2,0,2
2016,11,Caleb Sturgis,PHI,SEA,0,1,0,1
2016,11,Mike Nugent,CIN,BUF,1,0,0,0
2016,12,Justin Tucker,BAL,CIN,1,1,4,13
2016,12,Matt Prater,DET,MIN,1,1,3,10
2016,12,Stephen Gostkowski,NE,NYJ,0,1,3,10
2016,12,Ryan Succop,TEN,CHI,0,3,2,9
2016,12,Caleb Sturgis,PHI,GB,1,1,2,7
2016,12,Brandon McManus,DEN,KC,1,3,2,9
2016,12,Sebastian Janikowski,OAK,CAR,1,3,2,9
2016,12,Mason Crosby,GB,PHI,0,3,2,9
2016,12,Chandler Catanzaro,ARI,ATL,0,1,2,7
2016,12,Cairo Santos,KC,DEN,0,2,2,8
2016,12,Dustin Hopkins,WAS,DAL,0,2,2,8
2016,12,Matt Bryant,ATL,ARI,1,5,1,8
2016,12,Cody Parkey,CLE,NYG,1,1,2,7
2016,12,Nick Novak,HOU,SD,1,1,2,7
2016,12,Wil Lutz,NO,LA,1,7,0,7
2016,12,Andrew Franks,MIA,SF,1,4,1,7
2016,12,Kai Forbath,MIN,DET,0,1,2,7
2016,12,Nick Folk,NYJ,NE,1,2,1,5
2016,12,Dan Bailey,DAL,WAS,1,4,1,7
2016,12,Mike Nugent,CIN,BAL,0,0,2,6
2016,12,Phil Dawson,SF,MIA,0,3,1,6
2016,12,Chris Boswell,PIT,IND,0,4,0,4
2016,12,Greg Zuerlein,LA,NO,0,3,0,3
2016,12,Jason Myers,JAX,BUF,0,3,0,3
2016,12,Josh Lambo,SD,HOU,0,3,0,3
2016,12,Stephen Hauschka,SEA,TB,0,0,1,3
2016,12,Robbie Gould,NYG,CLE,0,3,0,3
2016,12,Connor Barth,CHI,TEN,1,3,0,3
2016,12,Graham Gano,CAR,OAK,0,2,0,2
2016,12,Dan Carpenter,BUF,JAX,1,2,0,2
2016,12,Roberto Aguayo,TB,SEA,1,2,0,2
2016,12,Adam Vinatieri,IND,PIT,1,1,0,1
2016,12,Pat McAfee,IND,PIT,1,0,0,0
2016,12,Sam Koch,BAL,CIN,1,0,0,0
2016,13,Matt Prater,DET,NO,0,1,5,16
2016,13,Stephen Hauschka,SEA,CAR,1,4,4,16
2016,13,Mike Nugent,CIN,PHI,1,2,4,14
2016,13,Stephen Gostkowski,NE,LA,1,2,4,14
2016,13,Adam Vinatieri,IND,NYJ,0,5,2,11
2016,13,Dustin Hopkins,WAS,ARI,0,2,3,11
2016,13,Sebastian Janikowski,OAK,BUF,1,3,3,12
2016,13,Matt Bryant,ATL,KC,1,1,3,10
2016,13,Justin Tucker,BAL,MIA,1,5,1,8
2016,13,Randy Bullock,PIT,NYG,1,1,3,10
2016,13,Kai Forbath,MIN,DAL,1,0,3,9
2016,13,Brandon McManus,DEN,JAX,0,2,2,8
2016,13,Roberto Aguayo,TB,SD,0,2,2,8
2016,13,Wil Lutz,NO,DET,1,1,2,7
2016,13,Chandler Catanzaro,ARI,WAS,1,4,1,7
2016,13,Phil Dawson,SF,CHI,0,0,2,6
2016,13,Dan Carpenter,BUF,OAK,0,3,1,6
2016,13,Connor Barth,CHI,SF,1,3,1,6
2016,13,Dan Bailey,DAL,MIN,0,2,1,5
2016,13,Greg Zuerlein,LA,NE,0,1,1,4
2016,13,Jason Myers,JAX,DEN,1,1,1,4
2016,13,Nick Folk,NYJ,IND,1,1,1,4
2016,13,Cairo Santos,KC,ATL,0,3,0,3
2016,13,Josh Lambo,SD,TB,1,3,0,3
2016,13,Mason Crosby,GB,HOU,1,3,0,3
2016,13,Caleb Sturgis,PHI,CIN,0,2,0,2
2016,13,Robbie Gould,NYG,PIT,0,2,0,2
2016,13,Nick Novak,HOU,GB,0,1,0,1
2016,13,Graham Gano,CAR,SEA,0,1,0,1
2016,13,Andrew Franks,MIA,BAL,0,0,0,0
2016,14,Nick Novak,HOU,IND,0,1,5,16
2016,14,Graham Gano,CAR,SD,1,2,4,14
2016,14,Justin Tucker,BAL,NE,0,2,3,11
2016,14,Kai Forbath,MIN,JAX,0,1,4,13
2016,14,Jason Myers,JAX,MIN,1,1,3,10
2016,14,Nick Folk,NYJ,SF,0,0,3,9
2016,14,Caleb Sturgis,PHI,WAS,1,1,3,10
2016,14,Matt Prater,DET,CHI,1,2,2,8
2016,14,Roberto Aguayo,TB,NO,1,1,3,10
2016,14,Ryan Succop,TEN,DEN,1,1,2,7
2016,14,Wil Lutz,NO,TB,0,0,3,9
2016,14,Chris Boswell,PIT,BUF,0,3,2,9
2016,14,Mason Crosby,GB,SEA,1,5,1,8
2016,14,Sebastian Janikowski,OAK,KC,0,1,2,7
2016,14,Andrew Franks,MIA,ARI,1,3,1,6
2016,14,Matt Bryant,ATL,LA,0,6,0,6
2016,14,Adam Vinatieri,IND,HOU,1,2,1,5
2016,14,Mike Nugent,CIN,CLE,0,2,1,5
2016,14,Phil Dawson,SF,NYJ,1,2,1,5
2016,14,Chandler Catanzaro,ARI,MIA,0,0,1,3
2016,14,Connor Barth,CHI,DET,0,2,1,5
2016,14,Cody Parkey,CLE,CIN,1,1,1,4
2016,14,Brandon McManus,DEN,TEN,0,1,1,4
2016,14,Josh Lambo,SD,CAR,0,1,1,4
2016,14,Stephen Hauschka,SEA,GB,0,1,1,4
2016,14,Robbie Gould,NYG,DAL,1,1,1,4
2016,14,Stephen Gostkowski,NE,BAL,1,4,0,4
2016,14,Cairo Santos,KC,OAK,1,3,0,3
2016,14,Dustin Hopkins,WAS,PHI,0,3,0,3
2016,14,Greg Zuerlein,LA,ATL,1,2,0,2
2016,14,Dan Carpenter,BUF,PIT,1,2,0,2
2016,14,Dan Bailey,DAL,NYG,0,1,0,1
2016,14,Marquette King,OAK,KC,0,0,0,0
2016,14,Donnie Jones,PHI,WAS,1,0,0,0
2016,14,Riley Dixon,DEN,TEN,0,0,0,0
2016,15,Chris Boswell,PIT,CIN,0,0,6,18
2016,15,Graham Gano,CAR,WAS,0,2,4,14
2016,15,Dan Bailey,DAL,TB,1,2,4,14
2016,15,Nick Novak,HOU,JAX,1,1,4,13
2016,15,Sebastian Janikowski,OAK,SD,0,1,4,13
2016,15,Matt Bryant,ATL,SF,1,5,2,11
2016,15,Adam Vinatieri,IND,MIN,0,4,2,10
2016,15,Caleb Sturgis,PHI,BAL,0,0,4,12
2016,15,Wil Lutz,NO,ARI,0,6,2,12
2016,15,Mason Crosby,GB,CHI,0,3,3,12
2016,15,Justin Tucker,BAL,PHI,1,3,2,9
2016,15,Jason Myers,JAX,HOU,0,2,2,8
2016,15,Stephen Gostkowski,NE,DEN,0,1,3,10
2016,15,Ryan Succop,TEN,KC,0,1,2,7
2016,15,Dustin Hopkins,WAS,CAR,1,0,3,9
2016,15,Dan Carpenter,BUF,CLE,1,3,2,9
2016,15,Connor Barth,CHI,GB,1,3,2,9
2016,15,Kai Forbath,MIN,IND,1,0,2,6
2016,15,Randy Bullock,CIN,PIT,1,2,2,8
2016,15,Roberto Aguayo,TB,DAL,0,2,2,8
2016,15,Cody Parkey,CLE,BUF,0,1,2,7
2016,15,Nick Folk,NYJ,MIA,1,1,2,7
2016,15,Matt Prater,DET,NYG,0,0,2,6
2016,15,Stephen Hauschka,SEA,LA,1,3,1,6
2016,15,Cairo Santos,KC,TEN,1,2,1,5
2016,15,Robbie Gould,NYG,DET,1,2,1,5
2016,15,Chandler Catanzaro,ARI,NO,1,5,0,5
2016,15,Josh Lambo,SD,OAK,1,1,1,4
2016,15,Andrew Franks,MIA,NYJ,0,4,0,4
2016,15,Greg Zuerlein,LA,SEA,0,0,1,3
2016,15,Brandon McManus,DEN,NE,1,0,1,3
2016,15,Jon Ryan,SEA,LA,1,0,0,0
2016,15,Phil Dawson,SF,ATL,0,1,0,1
2016,15,Johnny Hekker,LA,SEA,0,0,0,0
2016,16,Matt Bryant,ATL,CAR,0,3,4,15
2016,16,Jason Myers,JAX,TEN,1,2,4,14
2016,16,Justin Tucker,BAL,PIT,0,1,4,13
2016,16,Robbie Gould,NYG,PHI,0,1,4,13
2016,16,Andrew Franks,MIA,BUF,0,4,2,10
2016,16,Wil Lutz,NO,TB,1,2,3,11
2016,16,Dustin Hopkins,WAS,CHI,0,5,2,11
2016,16,Stephen Gostkowski,NE,NYJ,1,5,2,11
2016,16,Graham Gano,CAR,ATL,1,1,3,10
2016,16,Chandler Catanzaro,ARI,SEA,0,4,2,10
2016,16,Cairo Santos,KC,DEN,1,3,2,9
2016,16,Cody Parkey,CLE,SD,1,2,2,8
2016,16,Mason Crosby,GB,MIN,1,5,1,8
2016,16,Kai Forbath,MIN,GB,0,1,2,7
2016,16,Dan Carpenter,BUF,MIA,1,4,1,7
2016,16,Chris Boswell,PIT,BAL,1,4,1,7
2016,16,Caleb Sturgis,PHI,NYG,1,3,1,6
2016,16,Nick Novak,HOU,CIN,1,0,2,6
2016,16,Brandon McManus,DEN,KC,0,1,1,4
2016,16,Dan Bailey,DAL,DET,1,6,0,6
2016,16,Roberto Aguayo,TB,NO,0,3,1,6
2016,16,Adam Vinatieri,IND,OAK,0,2,1,5
2016,16,Ryan Succop,TEN,JAX,0,2,1,5
2016,16,Josh Lambo,SD,CLE,0,2,1,5
2016,16,Stephen Hauschka,SEA,ARI,1,2,1,5
2016,16,Randy Bullock,CIN,HOU,0,1,1,4
2016,16,Greg Zuerlein,LA,SF,1,3,0,3
2016,16,Matt Prater,DET,DAL,0,3,0,3
2016,16,Sebastian Janikowski,OAK,IND,1,3,0,3
2016,16,Nick Folk,NYJ,NE,0,0,1,3
2016,16,Connor Barth,CHI,WAS,1,3,0,3
2016,16,Phil Dawson,SF,LA,0,2,0,2
2016,16,Pat McAfee,IND,OAK,0,0,0,0
2016,16,Sam Koch,BAL,PIT,0,0,0,0
2017,1,Giorgio Tavecchio,OAK,TEN,0,2,4,14
2017,1,Greg Zuerlein,LA,IND,1,5,3,14
2017,1,Wil Lutz,NO,MIN,0,1,4,13
2017,1,Dan Bailey,DAL,NYG,1,1,4,13
2017,1,Ryan Succop,TEN,OAK,1,1,3,10
2017,1,Caleb Sturgis,PHI,WAS,0,1,3,10
2017,1,Jason Myers,JAX,HOU,0,2,3,11
2017,1,Graham Gano,CAR,SF,0,2,3,11
2017,1,Kai Forbath,MIN,NO,1,2,3,11
2017,1,Matt Bryant,ATL,CHI,0,2,3,11
2017,1,Blair Walsh,SEA,GB,0,0,3,9
2017,1,Stephen Gostkowski,NE,KC,1,3,2,9
2017,1,Justin Tucker,BAL,CIN,0,2,2,8
2017,1,Chandler Catanzaro,NYJ,BUF,0,0,2,6
2017,1,Matt Prater,DET,ARI,1,2,1,5
2017,1,Connor Barth,CHI,ATL,1,2,1,5
2017,1,Cairo Santos,KC,NE,0,6,0,6
2017,1,Brandon McManus,DEN,LAC,1,3,1,6
2017,1,Dustin Hopkins,WAS,PHI,1,2,1,5
2017,1,Phil Dawson,ARI,DET,0,2,1,5
2017,1,Mason Crosby,GB,SEA,1,2,1,5
2017,1,Zane Gonzalez,CLE,PIT,1,1,1,4
2017,1,Adam Vinatieri,IND,LA,0,0,1,3
2017,1,Aldrick Rosas,NYG,DAL,0,0,1,3
2017,1,Younghoe Koo,LAC,DEN,0,3,0,3
2017,1,Stephen Hauschka,BUF,NYJ,1,3,0,3
2017,1,Robbie Gould,SF,CAR,1,0,1,3
2017,1,Chris Boswell,PIT,CLE,0,3,0,3
2017,1,Kasey Redfern,DET,ARI,1,0,0,0
2017,1,Ka'imi Fairbairn,HOU,JAX,1,1,0,1
2017,2,Cody Parkey,MIA,LAC,0,1,4,13
2017,2,Matt Bryant,ATL,GB,1,4,2,10
2017,2,Chris Boswell,PIT,MIN,1,2,4,14
2017,2,Ryan Succop,TEN,JAX,0,4,3,13
2017,2,Nick Folk,TB,CHI,1,2,3,11
2017,2,Stephen Gostkowski,NE,NO,0,3,3,12
2017,2,Phil Dawson,ARI,IND,0,1,3,10
2017,2,Giorgio Tavecchio,OAK,NYJ,1,6,1,9
2017,2,Cairo Santos,KC,PHI,1,3,2,9
2017,2,Dustin Hopkins,WAS,LA,0,3,2,9
2017,2,Robbie Gould,SF,SEA,0,0,3,9
2017,2,Graham Gano,CAR,BUF,1,0,3,9
2017,2,Randy Bullock,CIN,HOU,1,0,3,9
2017,2,Greg Zuerlein,LA,WAS,1,2,2,8
2017,2,Matt Prater,DET,NYG,0,3,1,6
2017,2,Wil Lutz,NO,NE,1,2,2,8
2017,2,Jake Elliott,PHI,KC,0,2,2,8
2017,2,Chandler Catanzaro,NYJ,OAK,0,2,2,8
2017,2,Adam Vinatieri,IND,ARI,1,1,2,7
2017,2,Ka'imi Fairbairn,HOU,CIN,0,1,2,7
2017,2,Dan Bailey,DAL,DEN,0,2,1,5
2017,2,Blair Walsh,SEA,SF,1,0,2,6
2017,2,Justin Tucker,BAL,CLE,1,3,1,6
2017,2,Brandon McManus,DEN,DAL,1,6,0,6
2017,2,Younghoe Koo,LAC,MIA,1,2,1,5
2017,2,Mason Crosby,GB,ATL,0,2,1,5
2017,2,Aldrick Rosas,NYG,DET,1,1,1,4
2017,2,Jason Myers,JAX,TEN,1,1,1,4
2017,2,Zane Gonzalez,CLE,BAL,0,1,1,4
2017,2,Stephen Hauschka,BUF,CAR,0,0,1,3
2017,2,Kai Forbath,MIN,PIT,0,0,1,3
2017,2,Johnny Hekker,LA,WAS,1,0,0,0
2017,2,Connor Barth,CHI,TB,0,1,0,1
2017,2,Ryan Quigley,MIN,PIT,0,0,0,0
2017,3,Matt Prater,DET,ATL,1,2,4,14
2017,3,Stephen Hauschka,BUF,DEN,1,2,4,14
2017,3,Ryan Succop,TEN,SEA,1,3,4,15
2017,3,Ka'imi Fairbairn,HOU,NE,0,3,4,15
2017,3,Jason Myers,JAX,BAL,1,5,3,14
2017,3,Wil Lutz,NO,CAR,0,4,2,10
2017,3,Matt Bryant,ATL,DET,0,3,3,12
2017,3,Greg Zuerlein,LA,SF,0,5,2,11
2017,3,Jake Elliott,PHI,NYG,1,3,2,9
2017,3,Brandon McManus,DEN,BUF,0,1,3,10
2017,3,Kai Forbath,MIN,TB,1,4,2,10
2017,3,Dustin Hopkins,WAS,OAK,1,3,2,9
2017,3,Robbie Gould,SF,LA,1,3,2,9
2017,3,Mason Crosby,GB,CIN,1,3,2,9
2017,3,Chandler Catanzaro,NYJ,MIA,1,2,2,8
2017,3,Adam Vinatieri,IND,CLE,1,4,1,7
2017,3,Graham Gano,CAR,NO,1,1,2,7
2017,3,Cairo Santos,KC,LAC,0,3,1,6
2017,3,Aldrick Rosas,NYG,PHI,0,3,1,6
2017,3,Randy Bullock,CIN,GB,0,3,1,6
2017,3,Nick Folk,TB,MIN,0,2,1,5
2017,3,Phil Dawson,ARI,DAL,1,2,1,5
2017,3,Chris Boswell,PIT,CHI,0,2,1,5
2017,3,Connor Barth,CHI,PIT,1,2,1,5
2017,3,Giorgio Tavecchio,OAK,WAS,0,1,1,4
2017,3,Younghoe Koo,LAC,KC,1,1,1,4
2017,3,Stephen Gostkowski,NE,HOU,1,4,0,4
2017,3,Zane Gonzalez,CLE,IND,0,4,0,4
2017,3,Dan Bailey,DAL,ARI,0,4,0,4
2017,3,Blair Walsh,SEA,TEN,0,3,0,3
2017,3,Justin Tucker,BAL,JAX,0,1,0,1
2017,3,Cody Parkey,MIA,NYJ,0,0,0,0
2017,3,Matt Haack,MIA,NYJ,0,0,0,0
2017,4,Greg Zuerlein,LA,DAL,0,2,7,23
2017,4,Ka'imi Fairbairn,HOU,TEN,1,6,3,15
2017,4,Jake Elliott,PHI,LAC,0,2,4,14
2017,4,Stephen Hauschka,BUF,ATL,0,2,3,11
2017,4,Robbie Gould,SF,ARI,0,0,5,15
2017,4,Stephen Gostkowski,NE,CAR,1,3,3,12
2017,4,Phil Dawson,ARI,SF,1,0,4,12
2017,4,Chandler Catanzaro,NYJ,JAX,1,2,3,11
2017,4,Harrison Butker,KC,WAS,1,2,3,11
2017,4,Brandon McManus,DEN,OAK,1,1,3,10
2017,4,Graham Gano,CAR,NE,0,3,2,9
2017,4,Blair Walsh,SEA,IND,1,5,1,8
2017,4,Jason Myers,JAX,NYJ,0,2,2,8
2017,4,Wil Lutz,NO,MIA,0,2,2,8
2017,4,Dustin Hopkins,WAS,KC,0,2,2,8
2017,4,Chris Boswell,PIT,BAL,0,2,2,8
2017,4,Nick Folk,TB,NYG,1,1,2,7
2017,4,Randy Bullock,CIN,CLE,0,4,1,7
2017,4,Matt Prater,DET,MIN,0,0,2,6
2017,4,Younghoe Koo,LAC,PHI,1,3,1,6
2017,4,Dan Bailey,DAL,LA,1,3,1,6
2017,4,Aldrick Rosas,NYG,TB,0,2,1,5
2017,4,Mason Crosby,GB,CHI,1,5,0,5
2017,4,Matt Bryant,ATL,BUF,1,2,1,5
2017,4,Adam Vinatieri,IND,SEA,0,1,1,4
2017,4,Giorgio Tavecchio,OAK,DEN,0,1,1,4
2017,4,Justin Tucker,BAL,PIT,1,0,1,3
2017,4,Ryan Succop,TEN,HOU,0,2,0,2
2017,4,Connor Barth,CHI,GB,0,2,0,2
2017,4,Zane Gonzalez,CLE,CIN,1,1,0,1
2017,4,Kai Forbath,MIN,DET,1,1,0,1
2017,4,Lachlan Edwards,NYJ,JAX,1,0,0,0
2017,4,Marquette King,OAK,DEN,0,0,0,0
2017,5,Adam Vinatieri,IND,SF,1,2,4,14
2017,5,Harrison Butker,KC,HOU,0,3,5,18
2017,5,Stephen Gostkowski,NE,TB,0,1,4,13
2017,5,Justin Tucker,BAL,OAK,0,3,3,12
2017,5,Robbie Gould,SF,IND,0,2,3,11
2017,5,Blair Walsh,SEA,LA,0,1,3,10
2017,5,Stephen Hauschka,BUF,CIN,0,1,3,10
2017,5,Jake Elliott,PHI,ARI,1,4,2,10
2017,5,Nick Novak,LAC,NYG,0,3,2,9
2017,5,Graham Gano,CAR,DET,0,3,2,9
2017,5,Chris Boswell,PIT,JAX,1,0,3,9
2017,5,Kai Forbath,MIN,CHI,0,2,2,8
2017,5,Randy Bullock,CIN,BUF,1,2,2,8
2017,5,Pat O'Donnell,CHI,MIN,1,0,0,0
2017,5,Chandler Catanzaro,NYJ,CLE,0,2,1,5
2017,5,Dan Bailey,DAL,GB,1,4,1,7
2017,5,Matt Prater,DET,CAR,1,3,1,6
2017,5,Jason Myers,JAX,PIT,0,3,1,6
2017,5,Giorgio Tavecchio,OAK,BAL,1,2,1,5
2017,5,Mason Crosby,GB,DAL,0,2,1,5
2017,5,Greg Zuerlein,LA,SEA,1,1,1,4
2017,5,Ryan Succop,TEN,MIA,0,1,1,4
2017,5,Cody Parkey,MIA,TEN,1,1,1,4
2017,5,Aldrick Rosas,NYG,LAC,1,2,0,2
2017,5,Zane Gonzalez,CLE,NYJ,1,2,0,2
2017,5,Nick Folk,TB,NE,1,2,0,2
2017,5,Ka'imi Fairbairn,HOU,KC,1,2,0,2
2017,5,Phil Dawson,ARI,PHI,0,1,0,1
2017,5,Connor Barth,CHI,MIN,1,1,0,1
