year,week,name,team,opponent,home,xps,fgs,fantasy points
2015,6,Travis Coons,CLE,DEN,1,2,1,5
2015,6,Ryan Succop,TEN,MIA,1,1,1,4
2015,6,Cairo Santos,KC,MIN,0,1,1,4
2015,6,Adam Vinatieri,IND,NE,1,3,0,3
2015,6,Graham Gano,CAR,SEA,0,3,0,3
2015,6,Dan Carpenter,BUF,CIN,1,3,0,3
2015,6,Matt Bryant,ATL,NO,0,3,0,3
2015,6,Jason Myers,JAX,HOU,1,2,0,2
2015,6,Josh Brown,NYG,PHI,0,1,0,1
2015,7,Blair Walsh,MIN,DET,0,1,5,16
2015,7,Sebastian Janikowski,OAK,SD,0,4,3,13
2015,7,Nick Folk,NYJ,NE,0,2,3,11
2015,7,Caleb Sturgis,PHI,CAR,0,1,3,10
2015,7,Stephen Gostkowski,NE,NYJ,1,3,3,12
2015,7,Connor Barth,TB,WAS,0,3,3,12
2015,7,Cairo Santos,KC,PIT,1,2,3,11
2015,7,Dan Carpenter,BUF,JAX,0,2,3,11
2015,7,Andrew Franks,MIA,HOU,1,5,1,8
2015,7,Graham Gano,CAR,PHI,1,3,2,9
2015,7,Josh Brown,NYG,DAL,1,3,2,9
2015,7,Stephen Hauschka,SEA,SF,0,2,2,8
2015,7,Chandler Catanzaro,ARI,BAL,1,2,2,8
2015,7,Dan Bailey,DAL,NYG,0,2,2,8
2015,7,Matt Prater,DET,MIN,1,2,1,5
2015,7,Josh Lambo,SD,OAK,1,1,2,7
2015,7,Dustin Hopkins,WAS,TB,1,4,1,7
2015,7,Chris Boswell,PIT,KC,0,1,2,7
2015,7,Greg Zuerlein,STL,CLE,1,3,1,6
2015,7,Travis Coons,CLE,STL,0,0,2,6
2015,7,Justin Tucker,BAL,ARI,0,1,1,4
2015,7,Jason Myers,JAX,BUF,1,4,0,4
2015,7,Matt Bryant,ATL,TEN,0,1,1,4
2015,7,Adam Vinatieri,IND,NO,1,3,0,3
2015,7,Kai Forbath,NO,IND,0,3,0,3
2015,7,Phil Dawson,SF,SEA,1,0,1,3
2015,7,Nick Novak,HOU,MIA,0,2,0,2
2015,7,Ryan Succop,TEN,ATL,1,1,0,1
2015,7,Jeff Locke,MIN,DET,0,0,0,0
2015,8,Justin Tucker,BAL,SD,1,2,5,17
2015,8,Adam Vinatieri,IND,CAR,0,2,4,14
2015,8,Dan Bailey,DAL,SEA,1,0,4,12
2015,8,Graham Gano,CAR,IND,1,2,3,11
2015,8,Sebastian Janikowski,OAK,NYJ,1,4,2,10
2015,8,Stephen Gostkowski,NE,MIA,1,4,2,10
2015,8,Kai Forbath,NO,NYG,1,7,1,10
2015,8,Blair Walsh,MIN,CHI,0,2,3,11
2015,8,Brandon McManus,DEN,GB,1,3,2,9
2015,8,Connor Barth,TB,ATL,0,2,3,11
2015,8,Mike Nugent,CIN,PIT,0,1,3,10
2015,8,Robbie Gould,CHI,MIN,1,2,2,8
2015,8,Chandler Catanzaro,ARI,CLE,0,4,2,10
2015,8,Cairo Santos,KC,DET,1,6,1,9
2015,8,Nick Novak,HOU,TEN,1,2,2,8
2015,8,Josh Lambo,SD,BAL,0,2,2,8
2015,8,Nick Folk,NYJ,OAK,0,2,2,8
2015,8,Phil Dawson,SF,STL,0,0,2,6
2015,8,Matt Bryant,ATL,TB,1,2,2,8
2015,8,Stephen Hauschka,SEA,DAL,0,1,2,7
2015,8,Josh Brown,NYG,NO,0,7,0,7
2015,8,Ryan Succop,TEN,HOU,0,0,2,6
2015,8,Mason Crosby,GB,DEN,0,1,1,4
2015,8,Greg Zuerlein,STL,SF,1,2,1,5
2015,8,Matt Prater,DET,KC,0,1,1,4
2015,8,Chris Boswell,PIT,CIN,1,1,1,4
2015,8,Travis Coons,CLE,ARI,1,2,0,2
2015,8,Andrew Franks,MIA,NE,0,1,0,1
2015,9,Greg Zuerlein,STL,MIN,0,0,4,12
2015,9,Josh Brown,NYG,TB,0,2,4,14
2015,9,Connor Barth,TB,NYG,1,0,4,12
2015,9,Graham Gano,CAR,GB,1,4,3,13
2015,9,Chris Boswell,PIT,OAK,1,3,3,12
2015,9,Adam Vinatieri,IND,DEN,1,3,2,9
2015,9,Caleb Sturgis,PHI,DAL,0,3,2,9
2015,9,Jason Myers,JAX,NYJ,0,2,3,11
2015,9,Ryan Succop,TEN,NO,0,2,2,8
2015,9,Matt Bryant,ATL,SF,0,1,3,10
2015,9,Stephen Gostkowski,NE,WAS,1,3,2,9
2015,9,Dan Bailey,DAL,PHI,1,3,2,9
2015,9,Blair Walsh,MIN,STL,1,1,2,7
2015,9,Mike Nugent,CIN,CLE,1,4,1,7
2015,9,Josh Lambo,SD,CHI,1,1,2,7
2015,9,Dan Carpenter,BUF,MIA,1,4,1,7
2015,9,Brandon McManus,DEN,IND,0,3,1,6
2015,9,Sebastian Janikowski,OAK,PIT,0,5,0,5
2015,9,Andrew Franks,MIA,BUF,0,2,1,5
2015,9,Phil Dawson,SF,ATL,1,2,1,5
2015,9,Ryan Quigley,NYJ,JAX,1,4,0,4
2015,9,Dustin Hopkins,WAS,NE,0,1,1,4
2015,9,Kai Forbath,NO,TEN,1,4,0,4
2015,9,Travis Coons,CLE,CIN,0,1,1,4
2015,9,Mason Crosby,GB,CAR,0,3,0,3
2015,9,Robbie Gould,CHI,SD,0,2,0,2
2015,10,Cairo Santos,KC,DEN,0,2,5,17
2015,10,Dustin Hopkins,WAS,NO,1,5,4,17
2015,10,Josh Brown,NYG,NE,1,2,4,14
2015,10,Robbie Gould,CHI,STL,0,4,3,13
2015,10,Chandler Catanzaro,ARI,SEA,0,4,3,13
2015,10,Blair Walsh,MIN,OAK,0,3,3,12
2015,10,Jason Myers,JAX,BAL,0,1,3,10
2015,10,Stephen Gostkowski,NE,NYG,0,3,2,9
2015,10,Dan Carpenter,BUF,NYJ,0,1,3,10
2015,10,Chris Boswell,PIT,CLE,1,1,3,10
2015,10,Graham Gano,CAR,TEN,0,3,2,9
2015,10,Matt Prater,DET,GB,0,0,2,6
2015,10,Stephen Hauschka,SEA,ARI,1,2,2,8
2015,10,Andrew Franks,MIA,PHI,0,2,2,8
2015,10,Dan Bailey,DAL,TB,0,0,2,6
2015,10,Greg Zuerlein,STL,CHI,1,1,2,7
2015,10,Mike Nugent,CIN,HOU,1,0,2,6
2015,10,Connor Barth,TB,DAL,1,1,1,4
2015,10,Caleb Sturgis,PHI,MIA,1,2,1,5
2015,10,Randy Bullock,NYJ,BUF,1,2,1,5
2015,10,Ryan Succop,TEN,CAR,1,1,1,4
2015,10,Nick Novak,HOU,CIN,0,1,1,4
2015,10,Mason Crosby,GB,DET,1,1,1,4
2015,10,Travis Coons,CLE,PIT,0,0,1,3
2015,10,Justin Tucker,BAL,JAX,1,2,0,2
2015,10,Sebastian Janikowski,OAK,MIN,1,2,0,2
2015,10,Kai Forbath,NO,WAS,0,2,0,2
2015,10,Brandon McManus,DEN,KC,1,1,0,1
2015,10,Colton Schmidt,BUF,NYJ,0,0,0,0
2015,10,Johnny Hekker,STL,CHI,1,0,0,0
2015,11,Mason Crosby,GB,MIN,0,1,5,16
2015,11,Graham Gano,CAR,WAS,1,5,3,14
2015,11,Jason Myers,JAX,TEN,1,1,4,13
2015,11,Matt Prater,DET,OAK,1,1,3,10
2015,11,Justin Tucker,BAL,STL,1,1,3,10
2015,11,Chandler Catanzaro,ARI,CIN,1,4,2,10
2015,11,Cairo Santos,KC,SD,0,3,2,9
2015,11,Sebastian Janikowski,OAK,DET,0,1,2,7
2015,11,Robbie Gould,CHI,DEN,1,0,3,9
2015,11,Dan Carpenter,BUF,NE,0,1,2,7
2015,11,Connor Barth,TB,PHI,0,6,1,9
2015,11,Stephen Gostkowski,NE,BUF,1,2,2,8
2015,11,Ryan Succop,TEN,JAX,0,1,2,7
2015,11,Mike Nugent,CIN,ARI,0,4,1,7
2015,11,Phil Dawson,SF,SEA,0,1,2,7
2015,11,Adam Vinatieri,IND,ATL,0,3,1,6
2015,11,Nick Novak,HOU,NYJ,1,3,1,6
2015,11,Dan Bailey,DAL,MIA,0,3,1,6
2015,11,Caleb Sturgis,PHI,TB,1,2,1,5
2015,11,Brandon McManus,DEN,CHI,0,2,1,5
2015,11,Josh Lambo,SD,KC,1,0,1,3
2015,11,Stephen Hauschka,SEA,SF,1,2,1,5
2015,11,Randy Bullock,NYJ,HOU,0,2,1,5
2015,11,Matt Bryant,ATL,IND,1,3,0,3
2015,11,Dustin Hopkins,WAS,CAR,0,2,0,2
2015,11,Andrew Franks,MIA,DAL,1,2,0,2
2015,11,Greg Zuerlein,STL,BAL,0,1,0,1
2015,11,Blair Walsh,MIN,GB,1,1,0,1
2015,11,Brad Nortman,CAR,WAS,1,0,0,0
2015,12,Graham Gano,CAR,DAL,0,3,4,15
2015,12,Jason Myers,JAX,SD,1,1,4,13
2015,12,Adam Vinatieri,IND,TB,1,1,4,13
2015,12,Cairo Santos,KC,BUF,1,3,3,12
2015,12,Chris Boswell,PIT,SEA,0,1,3,10
2015,12,Justin Tucker,BAL,CLE,0,3,2,9
2015,12,Matt Prater,DET,PHI,1,6,1,9
2015,12,Phil Dawson,SF,ARI,1,1,2,7
2015,12,Mason Crosby,GB,CHI,1,1,2,7
2015,12,Travis Coons,CLE,BAL,1,3,2,9
2015,12,Blair Walsh,MIN,ATL,0,2,2,8
2015,12,Dustin Hopkins,WAS,NYG,1,2,2,8
2015,12,Kai Forbath,NO,HOU,0,0,2,6
2015,12,Randy Bullock,NYJ,MIA,1,5,1,8
2015,12,Mike Nugent,CIN,STL,1,4,1,7
2015,12,Josh Lambo,SD,JAX,0,4,1,7
2015,12,Chandler Catanzaro,ARI,SF,0,1,2,7
2015,12,Nick Novak,HOU,NO,1,3,1,6
2015,12,Brandon McManus,DEN,NE,1,3,1,6
2015,12,Sebastian Janikowski,OAK,TEN,0,3,1,6
2015,12,Stephen Gostkowski,NE,DEN,0,3,1,6
2015,12,Connor Barth,TB,IND,0,0,2,6
2015,12,Dan Bailey,DAL,CAR,1,0,2,6
2015,12,Robbie Gould,CHI,GB,0,2,1,5
2015,12,Shayne Graham,ATL,MIN,1,1,1,4
2015,12,Dan Carpenter,BUF,KC,0,1,1,4
2015,12,Stephen Hauschka,SEA,PIT,1,3,0,3
2015,12,Caleb Sturgis,PHI,DET,0,2,0,2
2015,12,Andrew Franks,MIA,NYJ,0,2,0,2
2015,12,Josh Brown,NYG,WAS,0,2,0,2
2015,12,Ryan Succop,TEN,OAK,1,1,0,1
2015,12,Zach Hocker,STL,CIN,0,1,0,1
2015,13,Shayne Graham,ATL,TB,0,1,4,13
2015,13,Chris Boswell,PIT,IND,1,4,3,13
2015,13,Dan Bailey,DAL,WAS,0,1,4,13
2015,13,Matt Prater,DET,GB,1,2,3,11
2015,13,Mike Nugent,CIN,CLE,0,4,3,13
2015,13,Randy Bullock,NYJ,NYG,0,2,3,11
2015,13,Dustin Hopkins,WAS,DAL,1,1,3,10
2015,13,Robbie Gould,CHI,SF,1,2,2,8
2015,13,Chandler Catanzaro,ARI,STL,0,3,2,9
2015,13,Stephen Hauschka,SEA,MIN,0,5,1,8
2015,13,Josh Brown,NYG,NYJ,1,2,2,8
2015,13,Justin Tucker,BAL,MIA,0,1,2,7
2015,13,Ryan Succop,TEN,JAX,1,6,0,6
2015,13,Dan Carpenter,BUF,HOU,1,3,1,6
2015,13,Caleb Sturgis,PHI,NE,0,5,0,5
2015,13,Brandon McManus,DEN,SD,0,2,1,5
2015,13,Josh Lambo,SD,DEN,1,0,1,3
2015,13,Graham Gano,CAR,NO,0,5,0,5
2015,13,Connor Barth,TB,ATL,1,2,1,5
2015,13,Adam Vinatieri,IND,PIT,0,1,1,4
2015,13,Stephen Gostkowski,NE,PHI,1,4,0,4
2015,13,Kai Forbath,NO,CAR,1,4,0,4
2015,13,Jason Myers,JAX,TEN,0,3,0,3
2015,13,Zach Hocker,STL,ARI,1,0,1,3
2015,13,Mason Crosby,GB,DET,0,3,0,3
2015,13,Travis Coons,CLE,CIN,1,0,1,3
2015,13,Cairo Santos,KC,OAK,0,2,0,2
2015,13,Sebastian Janikowski,OAK,KC,1,2,0,2
2015,13,Phil Dawson,SF,CHI,0,2,0,2
2015,13,Blair Walsh,MIN,SEA,1,1,0,1
2015,13,Nick Novak,HOU,BUF,0,1,0,1
2015,13,Andrew Franks,MIA,BAL,1,1,0,1
2015,14,Chris Boswell,PIT,CIN,0,3,4,15
2015,14,Brandon McManus,DEN,OAK,1,0,4,12
2015,14,Randy Bullock,NYJ,TEN,1,3,3,12
2015,14,Caleb Sturgis,PHI,BUF,1,2,3,11
2015,14,Chandler Catanzaro,ARI,MIN,1,2,3,11
2015,14,Blair Walsh,MIN,ARI,0,2,2,8
2015,14,Adam Vinatieri,IND,JAX,0,1,3,10
2015,14,Jason Myers,JAX,IND,1,6,1,9
2015,14,Stephen Gostkowski,NE,HOU,0,3,2,9
2015,14,Mike Nugent,CIN,PIT,1,2,2,8
2015,14,Graham Gano,CAR,ATL,1,5,1,8
2015,14,Dan Carpenter,BUF,PHI,0,2,2,8
2015,14,Josh Brown,NYG,MIA,0,4,1,7
2015,14,Justin Tucker,BAL,SEA,1,0,2,6
2015,14,Nick Novak,HOU,NE,1,0,2,6
2015,14,Dustin Hopkins,WAS,CHI,0,3,1,6
2015,14,Andrew Franks,MIA,NYG,1,3,1,6
2015,14,Kai Forbath,NO,TB,0,3,1,6
2015,14,Travis Coons,CLE,SF,1,3,1,6
2015,14,Stephen Hauschka,SEA,BAL,0,5,0,5
2015,14,Connor Barth,TB,NO,1,2,1,5
2015,14,Cairo Santos,KC,SD,1,1,1,4
2015,14,Phil Dawson,SF,CLE,0,1,1,4
2015,14,Mason Crosby,GB,DAL,1,4,0,4
2015,14,Greg Zuerlein,STL,DET,1,3,0,3
2015,14,Josh Lambo,SD,KC,0,0,1,3
2015,14,Robbie Gould,CHI,WAS,1,3,0,3
2015,14,Matt Prater,DET,STL,0,2,0,2
2015,14,Sebastian Janikowski,OAK,DEN,0,1,0,1
2015,14,Dan Bailey,DAL,GB,0,1,0,1
2015,15,Stephen Gostkowski,NE,TEN,1,3,4,15
2015,15,Connor Barth,TB,STL,0,2,3,11
2015,15,Cairo Santos,KC,BAL,0,4,2,10
2015,15,Stephen Hauschka,SEA,CLE,1,3,3,12
2015,15,Mason Crosby,GB,OAK,0,3,3,12
2015,15,Dan Bailey,DAL,NYJ,1,1,3,10
2015,15,Shayne Graham,ATL,JAX,0,2,3,11
2015,15,Blair Walsh,MIN,CHI,1,5,1,8
2015,15,Nick Novak,HOU,IND,0,1,3,10
2015,15,Chandler Catanzaro,ARI,PHI,0,4,2,10
2015,15,Chris Boswell,PIT,DEN,1,4,2,10
2015,15,Kai Forbath,NO,DET,1,3,2,9
2015,15,Sebastian Janikowski,OAK,GB,1,2,2,8
2015,15,Graham Gano,CAR,NYG,0,5,1,8
2015,15,Greg Zuerlein,STL,TB,1,4,1,7
2015,15,Robbie Gould,CHI,MIN,0,2,1,5
2015,15,Travis Coons,CLE,SEA,0,1,2,7
2015,15,Randy Bullock,NYJ,DAL,0,1,2,7
2015,15,Mike Nugent,CIN,SF,0,3,1,6
2015,15,Josh Lambo,SD,MIA,1,3,1,6
2015,15,Caleb Sturgis,PHI,ARI,1,2,1,5
2015,15,Matt Prater,DET,NO,0,5,0,5
2015,15,Jason Myers,JAX,ATL,1,2,1,5
2015,15,Dustin Hopkins,WAS,BUF,1,5,0,5
2015,15,Dan Carpenter,BUF,WAS,0,2,1,5
2015,15,Josh Brown,NYG,CAR,1,5,0,5
2015,15,Adam Vinatieri,IND,HOU,1,1,1,4
2015,15,Ryan Succop,TEN,NE,0,1,1,4
2015,15,Brandon McManus,DEN,PIT,0,3,0,3
2015,15,Justin Tucker,BAL,KC,1,2,0,2
2015,15,Andrew Franks,MIA,SD,0,2,0,2
2015,15,Phil Dawson,SF,CIN,1,2,0,2
2015,15,Sam Koch,BAL,KC,1,0,0,0
2015,16,Blair Walsh,MIN,NYG,1,4,5,19
2015,16,Robbie Gould,CHI,TB,0,2,4,14
2015,16,Matt Prater,DET,SF,1,2,4,14
2015,16,Justin Tucker,BAL,PIT,1,2,2,8
2015,16,Nick Novak,HOU,TEN,0,4,2,10
2015,16,Shayne Graham,ATL,CAR,1,2,2,8
2015,16,Sebastian Janikowski,OAK,SD,1,1,2,7
2015,16,Brandon McManus,DEN,CIN,1,2,2,8
2015,16,Josh Lambo,SD,OAK,0,2,2,8
2015,16,Stephen Gostkowski,NE,NYJ,0,2,2,8
2015,16,Kai Forbath,NO,JAX,1,5,1,8
2015,16,Chandler Catanzaro,ARI,GB,1,5,1,8
2015,16,Randy Bullock,NYJ,NE,1,2,2,8
2015,16,Mike Nugent,CIN,DEN,0,2,1,5
2015,16,Graham Gano,CAR,ATL,0,1,2,7
2015,16,Travis Coons,CLE,KC,0,1,2,7
2015,16,Caleb Sturgis,PHI,WAS,1,3,1,6
2015,16,Dustin Hopkins,WAS,PHI,0,3,1,6
2015,16,Andrew Franks,MIA,IND,1,0,2,6
2015,16,Dan Bailey,DAL,BUF,0,0,2,6
2015,16,Greg Zuerlein,STL,SEA,0,2,1,5
2015,16,Cairo Santos,KC,CLE,1,2,1,5
2015,16,Stephen Hauschka,SEA,STL,1,2,1,5
2015,16,Phil Dawson,SF,DET,0,2,1,5
2015,16,Josh Brown,NYG,MIN,0,2,1,5
2015,16,Chris Boswell,PIT,BAL,0,2,1,5
2015,16,Adam Vinatieri,IND,MIA,0,1,1,4
2015,16,Dan Carpenter,BUF,DAL,1,1,1,4
2015,16,Connor Barth,TB,CHI,1,3,0,3
2015,16,Jason Myers,JAX,NO,0,1,0,1
2015,16,Tim Masthay,GB,ARI,0,0,0,0
2016,1,Dan Bailey,DAL,NYG,1,1,4,13
2016,1,Blair Walsh,MIN,TEN,0,1,4,13
2016,1,Jason Myers,JAX,GB,1,2,3,11
2016,1,Stephen Gostkowski,NE,ARI,0,2,3,11
2016,1,Adam Vinatieri,IND,DET,1,3,2,9
2016,1,Mike Nugent,CIN,NYJ,0,2,3,11
2016,1,Nick Novak,HOU,CHI,1,2,3,11
2016,1,Wil Lutz,NO,OAK,1,4,2,10
2016,1,Dustin Hopkins,WAS,PIT,1,1,3,10
2016,1,Nick Folk,NYJ,CIN,1,1,3,10
2016,1,Matt Bryant,ATL,TB,1,1,3,10
2016,1,Justin Tucker,BAL,BUF,1,1,2,7
2016,1,Caleb Sturgis,PHI,CLE,1,3,2,9
2016,1,Cairo Santos,KC,SD,1,3,2,9
2016,1,Josh Lambo,SD,KC,0,3,2,9
2016,1,Mason Crosby,GB,JAX,0,3,2,9
2016,1,Graham Gano,CAR,DEN,0,2,2,8
2016,1,Chris Boswell,PIT,WAS,0,5,1,8
2016,1,Matt Prater,DET,IND,0,4,1,7
2016,1,Sebastian Janikowski,OAK,NO,0,1,2,7
2016,1,Roberto Aguayo,TB,ATL,0,4,1,7
2016,1,Stephen Hauschka,SEA,MIA,1,0,2,6
2016,1,Ryan Succop,TEN,MIN,1,1,1,4
2016,1,Patrick Murray,CLE,PHI,0,1,1,4
2016,1,Andrew Franks,MIA,SEA,0,1,1,4
2016,1,Phil Dawson,SF,LA,1,4,0,4
2016,1,Brandon McManus,DEN,CAR,1,3,0,3
2016,1,Chandler Catanzaro,ARI,NE,1,3,0,3
2016,1,Randy Bullock,NYG,DAL,0,2,0,2
2016,1,Connor Barth,CHI,HOU,0,2,0,2
2016,1,Dan Carpenter,BUF,BAL,0,1,0,1
2016,2,Graham Gano,CAR,SF,1,4,4,16
2016,2,Cairo Santos,KC,HOU,0,0,4,12
2016,2,Brandon McManus,DEN,IND,1,2,4,14
2016,2,Justin Tucker,BAL,CLE,0,2,3,11
2016,2,Caleb Sturgis,PHI,CHI,0,2,3,11
2016,2,Nick Novak,HOU,KC,1,1,4,13
2016,2,Nick Folk,NYJ,BUF,0,4,3,13
2016,2,Dustin Hopkins,WAS,DAL,1,2,3,11
2016,2,Adam Vinatieri,IND,DEN,0,2,2,8
2016,2,Mike Nugent,CIN,PIT,0,1,3,10
2016,2,Chandler Catanzaro,ARI,TB,1,4,2,10
2016,2,Josh Brown,NYG,NO,1,1,3,10
2016,2,Greg Zuerlein,LA,SEA,1,0,3,9
2016,2,Phil Dawson,SF,CAR,0,3,2,9
2016,2,Matt Bryant,ATL,OAK,0,3,2,9
2016,2,Dan Bailey,DAL,WAS,0,3,2,9
2016,2,Josh Lambo,SD,JAX,1,5,1,8
2016,2,Matt Prater,DET,TEN,1,1,2,7
2016,2,Wil Lutz,NO,NYG,0,1,2,7
2016,2,Stephen Gostkowski,NE,MIA,1,4,1,7
2016,2,Dan Carpenter,BUF,NYJ,1,4,1,7
2016,2,Andrew Franks,MIA,NE,0,3,1,6
2016,2,Chris Boswell,PIT,CIN,1,3,1,6
2016,2,Blair Walsh,MIN,GB,1,2,1,5
2016,2,Ryan Succop,TEN,DET,0,1,1,4
2016,2,Sebastian Janikowski,OAK,ATL,1,4,0,4
2016,2,Stephen Hauschka,SEA,LA,0,0,1,3
2016,2,Jason Myers,JAX,SD,0,2,0,2
2016,2,Patrick Murray,CLE,BAL,1,2,0,2
2016,2,Mason Crosby,GB,MIN,0,2,0,2
2016,2,Connor Barth,CHI,PHI,1,2,0,2
2016,2,Roberto Aguayo,TB,ARI,0,1,0,1
2016,3,Dustin Hopkins,WAS,NYG,0,2,5,17
2016,3,Justin Tucker,BAL,JAX,0,1,4,13
2016,3,Stephen Hauschka,SEA,SF,1,4,3,13
2016,3,Matt Prater,DET,GB,0,3,2,9
2016,3,Caleb Sturgis,PHI,PIT,1,4,2,10
2016,3,Cody Parkey,CLE,MIA,0,1,3,10
2016,3,Josh Lambo,SD,IND,0,1,3,10
2016,3,Mason Crosby,GB,DET,1,4,2,10
2016,3,Greg Zuerlein,LA,TB,0,4,1,7
2016,3,Stephen Gostkowski,NE,HOU,1,3,2,9
2016,3,Dan Carpenter,BUF,ARI,1,3,2,9
2016,3,Matt Bryant,ATL,NO,0,6,1,9
2016,3,Josh Brown,NYG,WAS,1,3,2,9
2016,3,Adam Vinatieri,IND,SD,1,2,2,8
2016,3,Wil Lutz,NO,ATL,1,3,1,6
2016,3,Sebastian Janikowski,OAK,TEN,0,2,1,5
2016,3,Dan Bailey,DAL,CHI,1,4,1,7
2016,3,Blair Walsh,MIN,CAR,0,0,2,6
2016,3,Cairo Santos,KC,NYJ,1,3,1,6
2016,3,Andrew Franks,MIA,CLE,1,3,1,6
2016,3,Chandler Catanzaro,ARI,BUF,0,1,1,4
2016,3,Mike Nugent,CIN,DEN,1,2,1,5
2016,3,Jason Myers,JAX,BAL,1,2,1,5
2016,3,Brandon McManus,DEN,CIN,0,2,1,5
2016,3,Connor Barth,CHI,DAL,0,2,1,5
2016,3,Ryan Succop,TEN,OAK,1,1,1,4
2016,3,Graham Gano,CAR,MIN,1,1,1,4
2016,3,Phil Dawson,SF,SEA,0,1,1,4
2016,3,Nick Folk,NYJ,KC,0,0,1,3
2016,3,Chris Boswell,PIT,PHI,0,0,1,3
2016,3,Roberto Aguayo,TB,LA,1,2,0,2
2016,3,Tress Way,WAS,NYG,0,0,0,0
2016,3,Drew Butler,ARI,BUF,0,0,0,0
2016,4,Mike Nugent,CIN,MIA,1,1,5,16
2016,4,Matt Bryant,ATL,CAR,1,6,2,12
2016,4,Jason Myers,JAX,IND,1,3,3,12
2016,4,Adam Vinatieri,IND,JAX,0,3,2,9
2016,4,Nick Novak,HOU,TEN,1,3,2,9
2016,4,Stephen Hauschka,SEA,NYJ,0,3,2,9
2016,4,Cody Parkey,CLE,WAS,0,2,2,8
2016,4,Josh Lambo,SD,NO,1,4,2,10
2016,4,Dan Carpenter,BUF,NE,0,1,3,10
2016,4,Brandon McManus,DEN,TB,0,3,2,9
2016,4,Ryan Succop,TEN,HOU,0,2,2,8
2016,4,Matt Prater,DET,CHI,0,0,2,6
2016,4,Justin Tucker,BAL,OAK,1,1,2,7
2016,4,Dustin Hopkins,WAS,CLE,1,4,1,7
2016,4,Graham Gano,CAR,ATL,0,2,1,5
2016,4,Chandler Catanzaro,ARI,LA,1,1,2,7
2016,4,Blair Walsh,MIN,NYG,1,3,1,6
2016,4,Dan Bailey,DAL,SF,0,3,1,6
2016,4,Greg Zuerlein,LA,ARI,0,2,1,5
2016,4,Wil Lutz,NO,SD,0,5,0,5
2016,4,Nick Folk,NYJ,SEA,1,2,1,5
2016,4,Phil Dawson,SF,DAL,1,2,1,5
2016,4,Chris Boswell,PIT,KC,1,5,0,5
2016,4,Connor Barth,CHI,DET,1,2,1,5
2016,4,Sebastian Janikowski,OAK,BAL,0,4,0,4
2016,4,Josh Brown,NYG,MIN,0,1,1,4
2016,4,Cairo Santos,KC,PIT,0,2,0,2
2016,4,Andrew Franks,MIA,CIN,0,1,0,1
2016,4,Roberto Aguayo,TB,DEN,1,1,0,1
2016,4,Stephen Gostkowski,NE,BUF,1,0,0,0
2016,5,Adam Vinatieri,IND,CHI,1,2,5,17
2016,5,Sebastian Janikowski,OAK,SD,1,2,4,14
2016,5,Greg Zuerlein,LA,BUF,1,1,4,13
2016,5,Caleb Sturgis,PHI,DET,0,2,3,11
2016,5,Mason Crosby,GB,NYG,1,2,3,11
2016,5,Matt Bryant,ATL,DEN,0,2,3,11
2016,5,Connor Barth,CHI,IND,0,2,3,11
2016,5,Brandon McManus,DEN,ATL,1,1,3,10
2016,5,Josh Brown,NYG,GB,0,1,3,10
2016,5,Roberto Aguayo,TB,CAR,0,0,3,9
2016,5,Blair Walsh,MIN,HOU,1,4,1,7
2016,5,Nick Novak,HOU,MIN,0,1,2,7
2016,5,Josh Lambo,SD,OAK,0,4,1,7
2016,5,Stephen Gostkowski,NE,CLE,0,4,1,7
2016,5,Nick Folk,NYJ,PIT,0,1,2,7
2016,5,Chandler Catanzaro,ARI,SF,0,4,1,7
2016,5,Chris Boswell,PIT,NYJ,1,4,1,7
2016,5,Ryan Succop,TEN,MIA,0,3,1,6
2016,5,Matt Prater,DET,PHI,1,3,1,6
2016,5,Dan Carpenter,BUF,LA,0,3,1,6
2016,5,Andrew Franks,MIA,TEN,1,2,1,5
2016,5,Justin Tucker,BAL,WAS,1,1,1,4
2016,5,Dustin Hopkins,WAS,BAL,0,1,1,4
2016,5,Dan Bailey,DAL,CIN,1,4,0,4
2016,5,Phil Dawson,SF,ARI,1,3,0,3
2016,5,Mike Nugent,CIN,DAL,0,2,0,2
2016,5,Graham Gano,CAR,TB,1,2,0,2
2016,5,Cody Parkey,CLE,NE,1,1,0,1
2016,5,Drew Kaser,SD,OAK,0,0,0,0
2016,5,Jordan Berry,PIT,NYJ,1,0,0,0
2016,6,Wil Lutz,NO,CAR,1,5,2,11
2016,6,Josh Lambo,SD,DEN,1,1,4,13
2016,6,Andrew Franks,MIA,PIT,1,3,3,12
2016,6,Dan Bailey,DAL,GB,0,3,3,12
2016,6,Adam Vinatieri,IND,HOU,0,2,3,11
2016,6,Justin Tucker,BAL,NYG,0,2,3,11
2016,6,Dustin Hopkins,WAS,PHI,1,3,2,9
2016,6,Phil Dawson,SF,BUF,0,1,3,10
2016,6,Mason Crosby,GB,DAL,1,1,3,10
2016,6,Connor Barth,CHI,JAX,1,1,3,10
2016,6,Stephen Gostkowski,NE,CIN,1,3,2,9
2016,6,Dan Carpenter,BUF,SF,1,6,1,9
2016,6,Josh Brown,NYG,BAL,1,3,2,9
2016,6,Caleb Sturgis,PHI,WAS,0,2,2,8
2016,6,Cairo Santos,KC,OAK,0,2,2,8
2016,6,Cody Parkey,CLE,TEN,0,2,2,8
2016,6,Nick Novak,HOU,IND,1,2,2,8
2016,6,Stephen Hauschka,SEA,ATL,1,2,2,8
2016,6,Matt Prater,DET,LA,1,4,1,7
