year,week,team,opponent,home,sack,int,safeties,fum_rec,block,tds,points_allowed,yards_allowed,fantasy points
2011,15,New York Giants,WAS,1,1.0,2,0,0,0,0,23,300,5.0
2011,15,Green Bay Packers,KC,0,0.0,0,0,0,0,0,19,438,1.0
2011,15,Minnesota Vikings,NO,1,0.0,0,0,2,0,0,42,573,-3.0
2011,15,Pittsburgh Steelers,SF,0,0.0,0,0,0,0,0,20,287,1.0
2011,15,Tennessee Titans,IND,0,0.0,0,0,1,0,0,27,287,2.0
2011,15,Denver Broncos,NE,1,2.0,0,0,0,0,0,41,451,-2.0
2011,15,Houston Texans,CAR,1,2.0,0,0,0,0,0,28,316,1.0
2011,15,Baltimore Ravens,SD,0,0.0,0,0,0,0,0,34,415,-1.0
2011,16,Buffalo Bills,DEN,1,4.0,3,0,1,0,3,14,285,31.0
2011,16,Detroit Lions,SD,1,0.0,2,0,0,0,1,10,367,14.0
2011,16,New York Giants,NYJ,0,5.0,2,1,1,0,0,14,331,14.0
2011,16,Carolina Panthers,TB,1,3.0,1,0,3,0,0,16,317,12.0
2011,16,Cincinnati Bengals,ARI,1,5.0,3,0,0,0,0,16,316,12.0
2011,16,Oakland Raiders,KC,0,0.0,2,0,0,2,0,13,435,12.0
2011,16,Cleveland Browns,BAL,0,1.0,1,0,0,0,1,20,284,10.0
2011,16,Pittsburgh Steelers,STL,1,3.0,0,0,0,0,0,0,232,13.0
2011,16,New Orleans Saints,ATL,1,0.0,0,0,1,0,1,16,469,9.0
2011,16,Indianapolis Colts,HOU,1,4.0,0,0,1,0,0,16,283,7.0
2011,16,New England Patriots,MIA,1,5.0,1,0,1,0,0,24,374,9.0
2011,16,Philadelphia Eagles,DAL,0,3.0,0,0,0,0,0,7,238,7.0
2011,16,San Francisco 49ers,SEA,0,4.0,0,0,1,0,0,17,265,7.0
2011,16,Houston Texans,IND,0,3.0,0,0,1,0,0,19,320,6.0
2011,16,Baltimore Ravens,CLE,1,2.0,1,0,0,0,0,14,256,5.0
2011,16,Jacksonville Jaguars,TEN,0,1.0,2,0,1,0,0,23,407,7.0
2011,16,Kansas City Chiefs,OAK,1,0.0,2,0,0,0,0,16,308,5.0
2011,16,Minnesota Vikings,WAS,0,3.0,1,0,1,0,0,26,397,7.0
2011,16,Seattle Seahawks,SF,1,2.0,0,0,0,1,0,19,349,5.0
2011,16,Arizona Cardinals,CIN,0,2.0,0,0,2,0,0,23,301,6.0
2011,16,Chicago Bears,GB,0,1.0,0,0,0,0,1,35,363,3.0
2011,16,Tennessee Titans,JAX,1,1.0,1,0,0,0,0,17,300,4.0
2011,16,Dallas Cowboys,PHI,1,2.0,0,0,0,0,0,20,386,3.0
2011,16,Atlanta Falcons,NO,0,1.0,2,0,0,0,0,45,463,1.0
2011,16,Green Bay Packers,CHI,1,0.0,2,0,0,0,0,21,441,4.0
2011,16,Miami Dolphins,NE,0,4.0,0,0,0,0,0,27,400,4.0
2011,16,New York Jets,NYG,1,2.0,1,0,0,0,0,29,332,3.0
2011,16,San Diego Chargers,DET,0,3.0,0,0,0,0,0,38,440,-1.0
2011,16,St. Louis Rams,PIT,0,0.0,1,0,0,0,0,27,377,2.0
2011,16,Washington Redskins,MIN,1,2.0,0,0,0,0,0,33,389,1.0
2011,16,Denver Broncos,BUF,0,1.0,0,0,0,0,0,40,351,-3.0
2011,16,Tampa Bay Buccaneers,CAR,0,1.0,0,0,0,0,0,48,433,-3.0
2012,1,Cleveland Browns,PHI,1,2.0,4,0,1,0,1,17,456,19.0
2012,1,Baltimore Ravens,CIN,1,4.0,1,0,1,0,1,13,322,18.0
2012,1,New York Jets,BUF,1,0.0,3,0,1,0,2,28,390,19.0
2012,1,New England Patriots,TEN,0,2.0,1,0,1,0,1,13,284,16.0
2012,1,Denver Broncos,PIT,1,5.0,1,0,0,0,1,19,284,14.0
2012,1,Houston Texans,MIA,1,2.0,3,0,1,0,0,10,275,14.0
2012,1,Tampa Bay Buccaneers,CAR,1,3.0,2,0,0,1,0,10,301,13.0
2012,1,Chicago Bears,IND,1,3.0,3,0,2,0,0,21,356,13.0
2012,1,Philadelphia Eagles,CLE,0,2.0,4,0,0,0,0,16,210,11.0
2012,1,St. Louis Rams,DET,0,1.0,3,0,0,0,1,27,429,13.0
2012,1,Arizona Cardinals,SEA,1,3.0,1,0,1,1,0,16,254,10.0
2012,1,San Diego Chargers,OAK,0,3.0,0,0,1,1,0,14,321,8.0
2012,1,Atlanta Falcons,KC,0,3.0,2,0,1,0,0,24,393,9.0
2012,1,Green Bay Packers,SF,1,4.0,0,0,0,0,1,30,377,9.0
2012,1,Indianapolis Colts,CHI,0,2.0,1,0,0,0,1,41,428,6.0
2012,1,New Orleans Saints,WAS,1,2.0,0,0,0,1,1,40,459,6.0
2012,1,Dallas Cowboys,NYG,0,3.0,0,0,1,0,0,17,269,6.0
2012,1,Seattle Seahawks,ARI,0,1.0,1,0,1,0,0,20,253,6.0
2012,1,Miami Dolphins,HOU,0,2.0,0,0,0,0,1,30,337,7.0
2012,1,Minnesota Vikings,JAX,1,2.0,0,0,1,1,0,23,355,6.0
2012,1,Carolina Panthers,TB,0,2.0,0,0,0,0,0,16,258,3.0
2012,1,San Francisco 49ers,GB,0,3.0,1,0,0,0,0,22,324,5.0
2012,1,Washington Redskins,NO,0,2.0,2,0,0,0,0,32,358,5.0
2012,1,Detroit Lions,STL,1,4.0,0,0,0,0,0,23,250,4.0
2012,1,Jacksonville Jaguars,MIN,0,2.0,0,0,1,0,0,26,389,4.0
2012,1,New York Giants,DAL,1,2.0,1,0,0,0,0,24,433,4.0
2012,1,Pittsburgh Steelers,DEN,0,2.0,0,0,1,0,0,31,334,3.0
2012,1,Cincinnati Bengals,BAL,0,3.0,0,0,0,0,0,44,430,-1.0
2012,1,Buffalo Bills,NYJ,0,0.0,1,0,0,0,0,48,384,-2.0
2012,1,Oakland Raiders,SD,1,1.0,0,0,0,0,0,22,258,1.0
2012,1,Kansas City Chiefs,ATL,1,1.0,0,0,0,0,0,40,376,-3.0
2012,1,Tennessee Titans,NE,1,1.0,0,0,0,0,0,34,390,0.0
2012,2,Green Bay Packers,CHI,1,7.0,4,0,0,0,0,10,168,19.0
2012,2,Buffalo Bills,KC,1,5.0,1,0,2,0,1,17,422,18.0
2012,2,Seattle Seahawks,DAL,1,1.0,1,0,1,1,1,7,296,17.0
2012,2,Washington Redskins,STL,0,2.0,1,0,2,0,1,31,452,13.0
2012,2,Arizona Cardinals,NE,0,4.0,1,0,0,1,0,18,387,9.0
2012,2,Atlanta Falcons,DEN,1,3.0,3,0,1,0,0,21,336,11.0
2012,2,Carolina Panthers,NO,1,1.0,2,0,0,0,1,27,486,11.0
2012,2,Houston Texans,JAX,0,3.0,0,0,1,0,0,7,117,9.0
2012,2,Tampa Bay Buccaneers,NYG,0,0.0,3,0,0,0,1,41,604,5.0
2012,2,Baltimore Ravens,PHI,0,2.0,2,0,2,0,0,24,486,10.0
2012,2,Cincinnati Bengals,CLE,1,2.0,0,0,1,0,1,27,439,10.0
2012,2,Pittsburgh Steelers,NYJ,1,2.0,0,0,1,0,0,10,219,8.0
2012,2,Chicago Bears,GB,0,5.0,1,0,1,0,0,23,321,9.0
2012,2,Indianapolis Colts,MIN,1,4.0,0,0,1,0,0,20,327,7.0
2012,2,New England Patriots,ARI,1,2.0,0,0,2,0,0,20,242,7.0
2012,2,Miami Dolphins,OAK,1,0.0,1,0,0,0,0,13,396,6.0
2012,2,San Diego Chargers,TEN,1,0.0,1,0,0,0,0,10,212,6.0
2012,2,Cleveland Browns,CIN,0,6.0,1,0,0,0,0,34,375,7.0
2012,2,San Francisco 49ers,DET,1,2.0,1,0,0,0,0,19,296,5.0
2012,2,Philadelphia Eagles,BAL,1,2.0,1,0,1,0,0,23,325,6.0
2012,2,Detroit Lions,SF,0,3.0,0,0,1,0,0,27,349,5.0
2012,2,New York Giants,TB,1,2.0,2,0,0,0,0,34,307,5.0
2012,2,Tennessee Titans,SD,0,4.0,1,0,0,0,0,38,416,2.0
2012,2,St. Louis Rams,WAS,1,1.0,1,0,0,1,0,28,373,4.0
2012,2,New York Jets,PIT,0,3.0,0,0,0,0,0,27,331,3.0
2012,2,Dallas Cowboys,SEA,0,2.0,0,0,0,0,0,27,315,2.0
2012,2,Minnesota Vikings,IND,0,2.0,0,0,0,0,0,23,278,2.0
2012,2,New Orleans Saints,CAR,0,1.0,0,0,1,0,0,35,463,-1.0
2012,2,Denver Broncos,ATL,0,1.0,0,0,0,0,0,27,275,1.0
2012,2,Jacksonville Jaguars,HOU,1,0.0,0,0,0,0,0,27,411,0.0
2012,2,Oakland Raiders,MIA,0,1.0,0,0,0,0,0,35,452,-3.0
2012,2,Kansas City Chiefs,BUF,0,0.0,0,0,0,0,0,35,379,-4.0
2012,3,Arizona Cardinals,PHI,1,5.0,0,0,3,0,1,6,307,24.0
2012,3,Chicago Bears,STL,1,6.0,2,0,0,0,1,6,160,23.0
2012,3,Tennessee Titans,DET,1,1.0,0,0,1,0,3,41,583,14.0
2012,3,Atlanta Falcons,SD,0,1.0,2,0,2,0,0,3,280,16.0
2012,3,New York Giants,CAR,0,2.0,3,0,2,0,0,7,327,16.0
2012,3,Minnesota Vikings,SF,1,3.0,1,0,2,1,0,13,280,15.0
2012,3,Seattle Seahawks,GB,1,8.0,0,0,0,0,0,12,268,12.0
2012,3,New York Jets,MIA,0,0.0,1,0,1,0,1,20,381,11.0
2012,3,Tampa Bay Buccaneers,DAL,0,4.0,1,0,2,0,0,16,297,11.0
2012,3,Dallas Cowboys,TB,1,2.0,1,0,1,0,0,10,166,10.0
2012,3,Buffalo Bills,CLE,0,4.0,2,0,0,0,0,14,240,9.0
2012,3,Washington Redskins,CIN,1,2.0,1,0,1,0,1,38,478,8.0
2012,3,New Orleans Saints,KC,1,3.0,1,0,2,0,0,27,510,6.0
2012,3,Kansas City Chiefs,NO,0,4.0,1,1,0,0,0,24,288,8.0
2012,3,Cincinnati Bengals,WAS,0,5.0,0,0,1,0,0,31,381,6.0
2012,3,Denver Broncos,HOU,1,1.0,1,1,1,0,0,31,436,6.0
2012,3,Miami Dolphins,NYJ,1,2.0,2,0,0,0,0,23,388,6.0
2012,3,Houston Texans,DEN,0,3.0,0,0,1,0,0,25,375,5.0
2012,3,Jacksonville Jaguars,IND,0,0.0,1,0,0,0,0,17,437,3.0
2012,3,Green Bay Packers,SEA,0,1.0,0,0,0,0,0,14,238,2.0
2012,3,Oakland Raiders,PIT,1,1.0,0,0,2,0,0,31,433,4.0
2012,3,San Diego Chargers,ATL,1,2.0,1,0,0,0,0,27,384,4.0
2012,3,San Francisco 49ers,MIN,0,0.0,0,0,2,0,0,24,344,4.0
2012,3,St. Louis Rams,CHI,0,2.0,1,0,0,0,0,23,274,4.0
2012,3,Cleveland Browns,BUF,1,1.0,0,0,1,0,0,24,344,3.0
2012,3,Detroit Lions,TEN,0,0.0,0,0,2,0,0,44,437,0.0
2012,3,Philadelphia Eagles,ARI,0,3.0,0,0,0,0,0,27,292,3.0
2012,3,Pittsburgh Steelers,OAK,0,1.0,1,0,0,0,0,34,321,2.0
2012,3,Baltimore Ravens,NE,1,2.0,0,0,0,0,0,30,396,1.0
2012,3,Carolina Panthers,NYG,1,2.0,0,0,0,0,0,36,405,-2.0
2012,3,Indianapolis Colts,JAX,1,1.0,0,0,0,0,0,22,333,1.0
2012,3,New England Patriots,BAL,0,0.0,1,0,0,0,0,31,503,-2.0
2012,4,San Francisco 49ers,NYJ,0,3.0,1,0,3,1,1,0,145,29.0
2012,4,Chicago Bears,DAL,0,1.0,5,0,0,0,2,18,430,24.0
2012,4,Houston Texans,TEN,1,4.0,2,0,1,0,2,14,325,23.0
2012,4,Minnesota Vikings,DET,0,5.0,0,0,1,0,2,13,341,23.0
2012,4,San Diego Chargers,KC,0,2.0,3,0,3,0,1,20,349,21.0
2012,4,Cincinnati Bengals,JAX,0,6.0,1,0,1,0,0,10,212,14.0
2012,4,Baltimore Ravens,CLE,1,1.0,1,0,1,0,1,16,357,12.0
2012,4,New England Patriots,BUF,0,3.0,4,0,2,0,0,28,438,14.0
2012,4,St. Louis Rams,SEA,1,2.0,3,0,0,0,0,13,319,12.0
2012,4,Arizona Cardinals,MIA,1,4.0,2,0,2,0,0,21,480,12.0
2012,4,Denver Broncos,OAK,1,3.0,0,0,0,0,0,6,237,10.0
2012,4,Miami Dolphins,ARI,0,8.0,2,0,0,0,0,24,297,12.0
2012,4,Washington Redskins,TB,0,1.0,1,0,0,0,1,22,373,9.0
2012,4,Carolina Panthers,ATL,0,7.0,1,0,0,0,0,30,426,8.0
2012,4,Seattle Seahawks,STL,0,2.0,1,0,0,0,0,19,286,5.0
2012,4,Cleveland Browns,BAL,0,4.0,1,0,0,0,0,23,438,6.0
2012,4,Detroit Lions,MIN,1,2.0,0,0,0,0,0,20,227,3.0
2012,4,New York Giants,PHI,0,2.0,0,0,0,0,0,19,422,3.0
2012,4,Philadelphia Eagles,NYG,1,0.0,1,0,0,0,0,17,366,3.0
2012,4,Atlanta Falcons,CAR,1,3.0,0,0,1,0,0,28,404,4.0
2012,4,Buffalo Bills,NE,1,1.0,0,0,2,0,0,52,580,-2.0
2012,4,Jacksonville Jaguars,CIN,1,0.0,1,0,1,0,0,27,382,4.0
2012,4,Kansas City Chiefs,SD,1,3.0,1,0,0,0,0,37,293,1.0
2012,4,Dallas Cowboys,CHI,1,2.0,0,0,1,0,0,34,360,3.0
2012,4,New Orleans Saints,GB,0,0.0,1,0,1,0,0,28,421,3.0
2012,4,Green Bay Packers,NO,1,2.0,0,0,0,0,0,27,474,2.0
2012,4,New York Jets,SF,1,2.0,0,0,0,0,0,34,381,1.0
2012,4,Oakland Raiders,DEN,0,0.0,0,0,1,0,0,37,503,-5.0
2012,4,Tampa Bay Buccaneers,WAS,1,1.0,0,0,0,0,0,24,474,1.0
2012,4,Tennessee Titans,HOU,0,0.0,0,0,0,0,0,38,297,-4.0
2012,5,Chicago Bears,JAX,0,3.0,2,0,1,0,2,3,189,28.0
2012,5,St. Louis Rams,ARI,1,9.0,0,0,1,0,0,3,282,18.0
2012,5,Carolina Panthers,SEA,1,2.0,2,1,1,0,1,16,310,17.0
2012,5,Baltimore Ravens,KC,0,0.0,2,0,2,0,0,6,338,15.0
2012,5,Miami Dolphins,CIN,0,3.0,2,0,1,0,0,13,298,13.0
2012,5,Kansas City Chiefs,BAL,1,4.0,1,0,1,0,0,9,298,12.0
2012,5,San Francisco 49ers,BUF,1,1.0,1,0,1,0,0,3,204,12.0
2012,5,Seattle Seahawks,CAR,0,4.0,0,0,2,0,0,12,190,12.0
2012,5,Minnesota Vikings,TEN,1,2.0,1,0,1,0,0,7,267,10.0
2012,5,Washington Redskins,ATL,1,1.0,1,0,1,0,1,24,421,11.0
2012,5,Atlanta Falcons,WAS,0,3.0,2,0,0,0,0,17,316,8.0
2012,5,Houston Texans,NYJ,0,3.0,2,0,0,0,0,17,286,8.0
2012,5,Pittsburgh Steelers,PHI,1,3.0,0,0,2,0,0,14,246,8.0
2012,5,Cincinnati Bengals,MIA,1,2.0,0,0,2,0,0,17,279,7.0
2012,5,New Orleans Saints,SD,1,5.0,1,0,1,0,0,24,427,9.0
2012,5,New England Patriots,DEN,1,2.0,0,0,3,0,0,21,394,8.0
2012,5,New York Jets,HOU,1,0.0,1,0,0,0,1,23,378,8.0
2012,5,Indianapolis Colts,GB,1,5.0,1,0,0,0,0,27,356,7.0
2012,5,Arizona Cardinals,STL,0,1.0,1,0,0,0,0,17,242,4.0
2012,5,New York Giants,CLE,1,0.0,2,0,1,0,0,27,375,6.0
2012,5,Denver Broncos,NE,0,4.0,0,0,1,0,0,31,444,5.0
2012,5,Green Bay Packers,IND,0,4.0,1,0,0,0,0,30,464,5.0
2012,5,San Diego Chargers,NO,0,3.0,1,0,0,0,0,31,404,4.0
2012,5,Tennessee Titans,MIN,0,1.0,2,0,0,0,0,30,433,4.0
2012,5,Cleveland Browns,NYG,0,0.0,1,0,1,0,0,41,502,-3.0
2012,5,Philadelphia Eagles,PIT,0,0.0,0,0,0,0,0,16,343,1.0
2012,5,Jacksonville Jaguars,CHI,1,1.0,1,0,0,0,0,41,501,-4.0
2012,5,Buffalo Bills,SF,0,0.0,0,0,1,0,0,45,621,-5.0
2012,6,Denver Broncos,SD,0,4.0,4,0,2,0,2,24,307,28.0
2012,6,New York Giants,SF,0,6.0,3,0,0,0,0,3,314,19.0
2012,6,Atlanta Falcons,OAK,1,3.0,1,0,2,0,1,20,474,16.0
2012,6,New York Jets,IND,1,4.0,2,0,2,0,0,9,298,16.0
2012,6,Cleveland Browns,CIN,1,2.0,3,0,1,0,1,24,438,16.0
2012,6,Tampa Bay Buccaneers,KC,1,0.0,2,0,0,0,1,10,260,14.0
2012,6,Washington Redskins,MIN,1,4.0,2,0,1,0,1,26,421,16.0
2012,6,Buffalo Bills,ARI,0,5.0,2,1,0,0,0,16,332,12.0
2012,6,Kansas City Chiefs,TB,0,1.0,1,0,1,1,1,38,463,9.0
2012,6,San Diego Chargers,DEN,1,0.0,1,0,2,0,1,35,365,8.0
2012,6,Arizona Cardinals,BUF,1,2.0,1,0,1,0,0,19,306,7.0
2012,6,Detroit Lions,PHI,0,3.0,2,0,1,0,0,23,357,9.0
2012,6,Green Bay Packers,HOU,0,3.0,3,0,0,0,0,24,321,9.0
2012,6,Houston Texans,GB,1,2.0,0,0,0,1,1,42,427,6.0
2012,6,Baltimore Ravens,DAL,1,1.0,1,0,0,0,1,29,481,8.0
2012,6,Miami Dolphins,STL,1,3.0,0,0,1,0,0,14,462,6.0
2012,6,Oakland Raiders,ATL,0,1.0,3,0,0,0,0,23,286,7.0
2012,6,New England Patriots,SEA,0,2.0,0,0,2,0,0,24,368,6.0
2012,6,St. Louis Rams,MIA,0,3.0,0,0,0,0,0,17,192,4.0
2012,6,Pittsburgh Steelers,TEN,0,3.0,1,0,0,0,0,26,359,5.0
2012,6,Seattle Seahawks,NE,1,1.0,2,0,0,0,0,23,475,5.0
2012,6,Tennessee Titans,PIT,1,1.0,1,0,0,1,0,23,412,5.0
2012,6,Cincinnati Bengals,CLE,0,2.0,1,0,0,0,0,34,328,3.0
2012,6,Minnesota Vikings,WAS,0,1.0,1,0,0,0,0,38,361,-1.0
2012,6,Philadelphia Eagles,DET,1,0.0,1,0,0,0,0,26,449,2.0
2012,6,San Francisco 49ers,NYG,1,0.0,0,0,0,1,0,26,342,2.0
2012,6,Dallas Cowboys,BAL,0,1.0,0,0,0,0,0,31,316,0.0
2012,6,Indianapolis Colts,NYJ,0,1.0,0,0,0,0,0,35,351,-3.0
2012,7,Houston Texans,BAL,1,4.0,2,1,0,0,1,13,176,20.0
2012,7,Minnesota Vikings,ARI,1,7.0,1,0,1,0,1,14,356,18.0
2012,7,Chicago Bears,DET,1,3.0,1,0,3,0,0,7,340,15.0
2012,7,New England Patriots,NYJ,1,4.0,1,1,1,0,1,26,403,16.0
2012,7,Detroit Lions,CHI,0,5.0,0,0,0,1,0,13,296,11.0
2012,7,San Francisco 49ers,SEA,1,2.0,1,0,0,0,0,6,251,11.0
2012,7,New York Giants,WAS,1,3.0,1,0,3,0,0,23,480,11.0
2012,7,Seattle Seahawks,SF,0,2.0,1,0,0,0,0,13,313,8.0
2012,7,Dallas Cowboys,CAR,0,2.0,1,0,1,0,0,14,328,7.0
2012,7,Cleveland Browns,IND,0,3.0,0,0,1,0,0,17,321,6.0
2012,7,Green Bay Packers,STL,0,3.0,1,0,0,0,0,20,354,6.0
2012,7,Jacksonville Jaguars,OAK,0,2.0,1,0,2,0,0,26,351,8.0
2012,7,Arizona Cardinals,MIN,0,3.0,2,0,0,0,0,21,209,7.0
2012,7,Buffalo Bills,TEN,1,2.0,0,0,0,0,1,35,390,4.0
2012,7,Cincinnati Bengals,PIT,1,3.0,1,0,1,0,0,24,431,7.0
2012,7,Indianapolis Colts,CLE,1,0.0,0,0,0,0,0,13,319,4.0
2012,7,Carolina Panthers,DAL,1,0.0,0,0,1,0,0,19,312,3.0
2012,7,Oakland Raiders,JAX,1,3.0,0,0,1,0,0,23,209,5.0
2012,7,Pittsburgh Steelers,CIN,0,0.0,1,0,0,0,0,17,185,3.0
2012,7,Washington Redskins,NYG,0,1.0,2,0,0,0,0,27,393,5.0
2012,7,Tennessee Titans,BUF,0,1.0,1,0,1,0,0,34,382,4.0
2012,7,New York Jets,NE,0,1.0,0,0,1,0,0,29,381,2.0
2012,7,St. Louis Rams,GB,1,3.0,0,0,0,0,0,30,402,2.0
2012,7,Baltimore Ravens,HOU,0,2.0,0,0,0,0,0,43,420,-2.0
2012,7,New Orleans Saints,TB,0,2.0,0,0,0,0,0,28,513,-2.0
2012,7,Tampa Bay Buccaneers,NO,1,0.0,1,0,0,0,0,35,458,-2.0
2012,8,Miami Dolphins,NYJ,0,4.0,1,0,1,2,1,9,363,22.0
2012,8,New York Giants,DAL,0,4.0,4,0,2,0,1,24,434,22.0
2012,8,Carolina Panthers,CHI,0,6.0,1,0,2,0,1,23,210,18.0
2012,8,Green Bay Packers,JAX,1,2.0,0,0,1,1,1,15,341,13.0
2012,8,San Francisco 49ers,ARI,0,4.0,1,0,0,0,0,3,265,13.0
2012,8,Oakland Raiders,KC,0,3.0,2,0,2,0,0,16,299,12.0
2012,8,Chicago Bears,CAR,1,2.0,2,0,0,0,1,22,416,12.0
2012,8,Cleveland Browns,SD,1,1.0,0,0,1,0,0,6,265,10.0
2012,8,New England Patriots,STL,0,2.0,2,0,0,0,0,7,326,10.0
2012,8,Tampa Bay Buccaneers,MIN,0,3.0,1,0,2,0,0,17,369,10.0
2012,8,Pittsburgh Steelers,WAS,1,1.0,0,0,0,1,0,12,255,7.0
2012,8,Tennessee Titans,IND,1,2.0,1,0,0,1,0,19,457,7.0
2012,8,Indianapolis Colts,TEN,0,2.0,0,0,0,0,0,13,339,6.0
2012,8,San Diego Chargers,CLE,0,2.0,0,0,0,0,0,7,250,6.0
2012,8,Atlanta Falcons,PHI,0,3.0,0,0,0,0,0,17,270,4.0
2012,8,Denver Broncos,NO,1,1.0,1,0,0,0,0,14,252,4.0
2012,8,Arizona Cardinals,SF,1,4.0,0,0,0,0,0,24,317,4.0
2012,8,Dallas Cowboys,NYG,1,1.0,1,0,1,0,0,29,293,4.0
2012,8,Detroit Lions,SEA,1,0.0,1,0,1,0,0,24,369,4.0
2012,8,Jacksonville Jaguars,GB,0,2.0,0,0,1,0,0,24,238,4.0
2012,8,New York Jets,MIA,1,2.0,0,0,1,0,0,30,236,3.0
2012,8,Philadelphia Eagles,ATL,1,2.0,0,0,0,1,0,30,392,3.0
2012,8,Seattle Seahawks,DET,0,2.0,1,0,0,0,0,28,415,3.0
2012,8,Kansas City Chiefs,OAK,1,0.0,1,0,0,0,0,26,344,2.0
2012,8,New Orleans Saints,DEN,0,0.0,0,0,1,0,0,34,530,-2.0
2012,8,Washington Redskins,PIT,0,1.0,0,0,0,0,0,27,355,1.0
2012,8,Minnesota Vikings,TB,1,1.0,0,0,0,0,0,36,416,-3.0
2012,8,St. Louis Rams,NE,1,0.0,0,0,0,0,0,45,473,-4.0
2012,9,Chicago Bears,TEN,0,2.0,1,0,4,1,2,20,339,27.0
2012,9,San Diego Chargers,KC,1,1.0,1,0,3,0,2,13,289,25.0
2012,9,New Orleans Saints,PHI,1,7.0,1,0,1,0,1,13,447,21.0
2012,9,New York Giants,PIT,1,4.0,1,0,1,0,1,24,349,14.0
2012,9,Denver Broncos,CIN,0,5.0,1,0,0,0,1,23,366,13.0
2012,9,Houston Texans,BUF,1,4.0,0,0,1,0,0,9,304,10.0
2012,9,Seattle Seahawks,MIN,1,4.0,1,0,1,0,0,20,287,9.0
2012,9,Carolina Panthers,WAS,0,4.0,0,0,0,0,0,13,337,8.0
2012,9,Green Bay Packers,ARI,1,2.0,1,0,1,0,0,17,340,7.0
2012,9,Baltimore Ravens,CLE,0,1.0,2,0,0,0,0,15,290,6.0
2012,9,Detroit Lions,JAX,0,1.0,2,0,0,0,0,14,279,6.0
2012,9,Atlanta Falcons,DAL,1,1.0,0,0,0,0,0,13,377,5.0
2012,9,Pittsburgh Steelers,NYG,0,2.0,1,0,0,0,0,20,182,5.0
2012,9,Tampa Bay Buccaneers,OAK,0,2.0,3,0,0,0,0,32,424,7.0
2012,9,Dallas Cowboys,ATL,0,3.0,0,0,0,0,0,19,453,4.0
2012,9,Tennessee Titans,CHI,1,3.0,0,1,1,0,0,51,365,3.0
2012,9,Indianapolis Colts,MIA,1,2.0,0,0,0,0,0,20,365,3.0
2012,9,Philadelphia Eagles,NO,0,2.0,0,0,2,0,0,28,371,5.0
2012,9,Buffalo Bills,HOU,0,2.0,0,0,0,1,0,21,374,4.0
2012,9,Kansas City Chiefs,SD,0,1.0,1,0,1,0,0,31,339,4.0
2012,9,Oakland Raiders,TB,1,1.0,0,0,1,1,0,42,515,-2.0
2012,9,Cincinnati Bengals,DEN,1,0.0,2,0,0,0,0,31,359,3.0
2012,9,Miami Dolphins,IND,0,1.0,0,0,0,1,0,23,516,0.0
2012,9,Arizona Cardinals,GB,0,1.0,1,0,0,0,0,31,384,2.0
2012,9,Minnesota Vikings,SEA,0,1.0,0,0,0,1,0,30,385,2.0
2012,9,Cleveland Browns,BAL,1,1.0,0,0,0,0,0,25,282,1.0
2012,9,Jacksonville Jaguars,DET,1,1.0,0,0,0,0,0,31,434,0.0
2012,9,Washington Redskins,CAR,1,0.0,0,0,0,0,0,21,330,0.0
2012,10,Denver Broncos,CAR,0,7.0,2,1,0,0,2,14,250,26.0
2012,10,Tennessee Titans,MIA,0,2.0,3,0,1,0,1,3,255,23.0
2012,10,Dallas Cowboys,PHI,0,2.0,1,0,1,0,3,23,369,24.0
2012,10,Indianapolis Colts,JAX,0,4.0,2,0,1,0,1,10,337,20.0
2012,10,Tampa Bay Buccaneers,SD,1,2.0,2,0,0,1,2,24,426,20.0
2012,10,Baltimore Ravens,OAK,1,3.0,1,0,2,0,1,20,422,16.0
2012,10,Cincinnati Bengals,NYG,1,4.0,2,0,2,0,0,13,318,16.0
2012,10,Houston Texans,CHI,0,0.0,2,0,2,0,0,6,249,15.0
2012,10,Seattle Seahawks,NYJ,1,3.0,1,0,2,0,0,7,185,13.0
2012,10,New York Jets,SEA,0,4.0,0,0,2,0,1,28,363,13.0
2012,10,Chicago Bears,HOU,1,1.0,2,0,0,0,0,13,215,9.0
2012,10,Pittsburgh Steelers,KC,1,2.0,1,0,0,0,0,13,290,8.0
2012,10,New England Patriots,BUF,1,3.0,1,0,2,0,0,31,481,8.0
2012,10,Jacksonville Jaguars,IND,1,2.0,1,0,1,0,0,27,359,6.0
2012,10,Kansas City Chiefs,PIT,0,1.0,0,0,1,0,0,16,249,4.0
2012,10,Minnesota Vikings,DET,1,2.0,1,0,1,0,0,24,368,6.0
2012,10,St. Louis Rams,SF,0,5.0,0,0,0,0,0,24,341,5.0
2012,10,Carolina Panthers,DEN,1,1.0,0,0,2,0,0,36,360,1.0
2012,10,San Francisco 49ers,STL,1,2.0,0,0,1,0,0,24,458,4.0
2012,10,New Orleans Saints,ATL,1,1.0,1,0,0,0,0,27,454,3.0
2012,10,Atlanta Falcons,NO,0,1.0,1,0,0,0,0,31,440,2.0
2012,10,Philadelphia Eagles,DAL,1,3.0,0,0,0,0,0,38,294,-1.0
2012,10,Detroit Lions,MIN,0,2.0,0,0,0,0,0,34,403,1.0
2012,10,New York Giants,CIN,0,0.0,0,0,1,0,0,31,275,1.0
2012,10,Oakland Raiders,BAL,0,0.0,1,0,0,0,0,55,419,-2.0
2012,10,Buffalo Bills,NE,0,1.0,0,0,0,0,0,37,347,-3.0
2012,10,Miami Dolphins,TEN,1,1.0,0,0,0,0,0,37,293,-3.0
